API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Mon Jul 20 21:41:43 2026 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Artemis II (spacecraft) (-1024) {source: Artemis_II_merged}
Center body name: Earth (399)                     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2026-Apr-02 02:00:00.0000 TDB
Stop  time      : A.D. 2026-Apr-10 23:50:00.0000 TDB
Step-size       : 20 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
EOP file        : eop.260720.p261016
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2026-JUL-20. PREDICTS-> 2026-OCT-15
Reference frame : ICRF
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2461137.583333333, A.D. 2026-Apr-07 02:00:00.0000, -1.339439385562931E+05, -3.395963304857977E+05, -1.875016076916585E+05, -7.781363664522566E-03,  4.134053004694263E-01,  1.433571377751426E-01,
2461137.597222222, A.D. 2026-Apr-07 02:20:00.0000, -1.339368012502504E+05, -3.390984342358093E+05, -1.873278252020140E+05,  1.907163108115799E-02,  4.161734226557723E-01,  1.461415149373542E-01,
2461137.611111111, A.D. 2026-Apr-07 02:40:00.0000, -1.338995057717961E+05, -3.385979985905513E+05, -1.871511466404429E+05,  4.257453353169526E-02,  4.177240757048045E-01,  1.482263958768882E-01,
2461137.625000000, A.D. 2026-Apr-07 03:00:00.0000, -1.338357544138735E+05, -3.380962092087129E+05, -1.869722749504421E+05,  6.324476820232809E-02,  4.184882937426912E-01,  1.498264108707121E-01,
2461137.638888889, A.D. 2026-Apr-07 03:20:00.0000, -1.337486735396456E+05, -3.375938231319128E+05, -1.867916965755336E+05,  8.152456508638545E-02,  4.187583133580960E-01,  1.510916526435617E-01,
2461137.652777778, A.D. 2026-Apr-07 03:40:00.0000, -1.336409025899006E+05, -3.370913068689992E+05, -1.866097463751523E+05,  9.778442883806787E-02,  4.187322129588243E-01,  1.521273968301228E-01,
2461137.666666667, A.D. 2026-Apr-07 04:00:00.0000, -1.335146751691724E+05, -3.365889300004060E+05, -1.864266526673195E+05,  1.123318781643050E-01,  4.185442432305197E-01,  1.530078202317386E-01,
2461137.680555556, A.D. 2026-Apr-07 04:20:00.0000, -1.333718887071623E+05, -3.360868286989364E+05, -1.862425685268988E+05,  1.254213075375241E-01,  4.182852691043735E-01,  1.537854451607936E-01,
2461137.694444444, A.D. 2026-Apr-07 04:40:00.0000, -1.332141625616740E+05, -3.355850489916627E+05, -1.860575936348140E+05,  1.372632192674352E-01,  4.180165363538545E-01,  1.544976292608898E-01,
2461137.708333333, A.D. 2026-Apr-07 05:00:00.0000, -1.330428857588338E+05, -3.350835763603162E+05, -1.858717896269647E+05,  1.480322164743451E-01,  4.177789731127305E-01,  1.551710381805797E-01,
2461137.722222222, A.D. 2026-Apr-07 05:20:00.0000, -1.328592559476475E+05, -3.345823560896927E+05, -1.856851909524708E+05,  1.578736605626634E-01,  4.175995086931245E-01,  1.558247454019523E-01,
2461137.736111111, A.D. 2026-Apr-07 05:40:00.0000, -1.326643111156074E+05, -3.340813073115842E+05, -1.854978126093103E+05,  1.669091056179349E-01,  4.174953939762284E-01,  1.564723958314220E-01,
2461137.750000000, A.D. 2026-Apr-07 06:00:00.0000, -1.324589554280896E+05, -3.335803327247590E+05, -1.853096556927059E+05,  1.752406892035099E-01,  4.174771753328768E-01,  1.571237276091896E-01,
2461137.763888889, A.D. 2026-Apr-07 06:20:00.0000, -1.322439803319198E+05, -3.330793253292421E+05, -1.851207113992875E+05,  1.829546641284812E-01,  4.175507551410765E-01,  1.577856510043854E-01,
2461137.777777778, A.D. 2026-Apr-07 06:40:00.0000, -1.320200818524006E+05, -3.325781730862285E+05, -1.849309639325332E+05,  1.901242365152197E-01,  4.177188280590607E-01,  1.584630192716316E-01,
2461137.791666667, A.D. 2026-Apr-07 07:00:00.0000, -1.317878748297885E+05, -3.320767621277262E+05, -1.847403926201348E+05,  1.968118492462678E-01,  4.179818874265019E-01,  1.591591835419291E-01,
2461137.805555556, A.D. 2026-Apr-07 07:20:00.0000, -1.315479046908127E+05, -3.315749789487155E+05, -1.845489734625015E+05,  2.030710240011585E-01,  4.183389334528142E-01,  1.598763950544030E-01,
2461137.819444444, A.D. 2026-Apr-07 07:40:00.0000, -1.313006572281941E+05, -3.310727118816234E+05, -1.843566802673876E+05,  2.089478524476142E-01,  4.187879730670706E-01,  1.606160986177912E-01,
2461137.833333333, A.D. 2026-Apr-07 08:00:00.0000, -1.310465667645812E+05, -3.305698520640188E+05, -1.841634854818010E+05,  2.144822083088193E-01,  4.193263732768573E-01,  1.613791479680748E-01,
2461137.847222222, A.D. 2026-Apr-07 08:20:00.0000, -1.307860230005141E+05, -3.300662940479473E+05, -1.839693608011715E+05,  2.197087368836818E-01,  4.199511109292243E-01,  1.621659646238385E-01,
2461137.861111111, A.D. 2026-Apr-07 08:40:00.0000, -1.305193767858463E+05, -3.295619361564980E+05, -1.837742776139654E+05,  2.246576665404843E-01,  4.206589487868654E-01,  1.629766555880565E-01,
2461137.875000000, A.D. 2026-Apr-07 09:00:00.0000, -1.302469450059581E+05, -3.290566806618608E+05, -1.835782073238950E+05,  2.293554773171271E-01,  4.214465590641595E-01,  1.638111008805227E-01,
2461137.888888889, A.D. 2026-Apr-07 09:20:00.0000, -1.299690147374989E+05, -3.285504338395188E+05, -1.833811215813071E+05,  2.338254543015683E-01,  4.223106092593606E-01,  1.646690188106964E-01,
2461137.902777778, A.D. 2026-Apr-07 09:40:00.0000, -1.296858467978465E+05, -3.280431059362898E+05, -1.831829924465374E+05,  2.380881477524934E-01,  4.232478209696833E-01,  1.655500147482862E-01,
2461137.916666667, A.D. 2026-Apr-07 10:00:00.0000, -1.293976786106163E+05, -3.275346112146984E+05, -1.829837924393709E+05,  2.417432340181833E-01,  4.245699701058666E-01,  1.663059389409535E-01,
2461137.930555556, A.D. 2026-Apr-07 10:20:00.0000, -1.290992546217073E+05, -3.270289441347604E+05, -1.827815543413880E+05,  2.461901160413875E-01,  4.252718875672020E-01,  1.674327218652156E-01,
2461137.944444444, A.D. 2026-Apr-07 10:40:00.0000, -1.288015655083300E+05, -3.265179414680518E+05, -1.825800690947055E+05,  2.499330988247124E-01,  4.264096512685890E-01,  1.683795677717211E-01,
2461137.958333333, A.D. 2026-Apr-07 11:00:00.0000, -1.284994734305364E+05, -3.260055364944636E+05, -1.823774349836018E+05,  2.535304222642505E-01,  4.276086129748859E-01,  1.693474014405944E-01,
2461137.972222222, A.D. 2026-Apr-07 11:20:00.0000, -1.281931461191671E+05, -3.254916573769720E+05, -1.821736271627397E+05,  2.569936462287086E-01,  4.288661293903657E-01,  1.703356565756839E-01,
2461137.986111111, A.D. 2026-Apr-07 11:40:00.0000, -1.278827381482315E+05, -3.249762353630753E+05, -1.819686214636480E+05,  2.603331644347428E-01,  4.301797025684559E-01,  1.713437724815081E-01,
2461138.000000000, A.D. 2026-Apr-07 12:00:00.0000, -1.275683922468441E+05, -3.244592046120221E+05, -1.817623943843361E+05,  2.635583467462280E-01,  4.315469771840575E-01,  1.723711999816332E-01,
2461138.013888889, A.D. 2026-Apr-07 12:20:00.0000, -1.272502404525226E+05, -3.239405020258809E+05, -1.815549230726983E+05,  2.666776613388658E-01,  4.329657361080398E-01,  1.734174055890852E-01,
2461138.027777778, A.D. 2026-Apr-07 12:40:00.0000, -1.269284051286151E+05, -3.234200670870669E+05, -1.813461853059168E+05,  2.696987799830133E-01,  4.344338949989432E-01,  1.744818743968256E-01,
2461138.041666667, A.D. 2026-Apr-07 13:00:00.0000, -1.266029998640585E+05, -3.228978417025590E+05, -1.811361594669324E+05,  2.726286690264912E-01,  4.359494962145253E-01,  1.755641119621689E-01,
2461138.055555556, A.D. 2026-Apr-07 13:20:00.0000, -1.262741302713925E+05, -3.223737700556259E+05, -1.809248245191140E+05,  2.754736682862696E-01,  4.375107023823026E-01,  1.766636454388490E-01,
2461138.069444444, A.D. 2026-Apr-07 13:40:00.0000, -1.259418946965709E+05, -3.218477984655621E+05, -1.807121599800110E+05,  2.782395597886725E-01,  4.391157900621360E-01,  1.777800242254649E-01,
2461138.083333333, A.D. 2026-Apr-07 14:00:00.0000, -1.256063848514935E+05, -3.213198752547301E+05, -1.804981458944702E+05,  2.809316274330703E-01,  4.407631429389914E-01,  1.789128199949371E-01,
2461138.097222222, A.D. 2026-Apr-07 14:20:00.0000, -1.252676863795975E+05, -3.207899506237610E+05, -1.802827628079463E+05,  2.835547095916128E-01,  4.424512458506426E-01,  1.800616266860753E-01,
2461138.111111111, A.D. 2026-Apr-07 14:40:00.0000, -1.249258793624000E+05, -3.202579765339753E+05, -1.800659917400332E+05,  2.861132449576533E-01,  4.441786785176149E-01,  1.812260600654183E-01,
2461138.125000000, A.D. 2026-Apr-07 15:00:00.0000, -1.245810387742846E+05, -3.197239065969566E+05, -1.798478141585396E+05,  2.886113129649130E-01,  4.459441097134666E-01,  1.824057571938968E-01,
2461138.138888889, A.D. 2026-Apr-07 15:20:00.0000, -1.242332348918862E+05, -3.191876959712064E+05, -1.796282119543742E+05,  2.910526695479522E-01,  4.477462918921175E-01,  1.836003758611862E-01,
2461138.152777778, A.D. 2026-Apr-07 15:40:00.0000, -1.238825336629163E+05, -3.186493012647681E+05, -1.794071674170457E+05,  2.934407784233487E-01,  4.495840556006286E-01,  1.848095937211703E-01,
2461138.166666667, A.D. 2026-Apr-07 16:00:00.0000, -1.235289970396986E+05, -3.181086804444446E+05, -1.791846632112501E+05,  2.957788392372347E-01,  4.514563049034114E-01,  1.860331076795387E-01,
2461138.180555556, A.D. 2026-Apr-07 16:20:00.0000, -1.231726832809667E+05, -3.175657927505140E+05, -1.789606823542911E+05,  2.980698122463599E-01,  4.533620125698640E-01,  1.872706330361665E-01,
2461138.194444444, A.D. 2026-Apr-07 16:40:00.0000, -1.228136472255702E+05, -3.170205986168124E+05, -1.787352081944398E+05,  3.003164403888516E-01,  4.553002157452230E-01,  1.885219026956293E-01,
2461138.208333333, A.D. 2026-Apr-07 17:00:00.0000, -1.224519405413325E+05, -3.164730595961037E+05, -1.785082243903489E+05,  3.025212690857040E-01,  4.572700120826639E-01,  1.897866664573310E-01,
2461138.222222222, A.D. 2026-Apr-07 17:20:00.0000, -1.220876119512300E+05, -3.159231382896328E+05, -1.782797148911890E+05,  3.046866636018465E-01,  4.592705556032337E-01,  1.910646900958856E-01,
2461138.236111111, A.D. 2026-Apr-07 17:40:00.0000, -1.217207074398784E+05, -3.153707982814790E+05, -1.780496639181507E+05,  3.068148251107191E-01,  4.613010537354550E-01,  1.923557541305163E-01,
2461138.250000000, A.D. 2026-Apr-07 18:00:00.0000, -1.213512704419864E+05, -3.148160040767080E+05, -1.778180559468265E+05,  3.089078045007608E-01,  4.633607633773837E-01,  1.936596545904826E-01,
2461138.263888889, A.D. 2026-Apr-07 18:20:00.0000, -1.209793420147909E+05, -3.142587210438557E+05, -1.775848756887340E+05,  3.109675153164761E-01,  4.654489881370955E-01,  1.949762014314976E-01,
2461138.277777778, A.D. 2026-Apr-07 18:40:00.0000, -1.206049609960369E+05, -3.136989153605657E+05, -1.773501080758358E+05,  3.129957451553847E-01,  4.675650756512132E-01,  1.963052175170217E-01,
2461138.291666667, A.D. 2026-Apr-07 19:00:00.0000, -1.202281510171480E+05, -3.131366040229124E+05, -1.771137410153944E+05,  3.154099162551722E-01,  4.681257044996018E-01,  1.975582155527543E-01,
2461138.305555556, A.D. 2026-Apr-07 19:20:00.0000, -1.198488264507190E+05, -3.125720848239324E+05, -1.768758202849718E+05,  3.170014834793992E-01,  4.718561636020343E-01,  1.989597762507757E-01,
2461138.319444444, A.D. 2026-Apr-07 19:40:00.0000, -1.194672560172406E+05, -3.120045423233936E+05, -1.766362504614325E+05,  3.189448939007509E-01,  4.740523181960395E-01,  2.003252537015069E-01,
2461138.333333333, A.D. 2026-Apr-07 20:00:00.0000, -1.190833688632931E+05, -3.114343490043338E+05, -1.763950349237661E+05,  3.208629066076389E-01,  4.762741135415307E-01,  2.017026122401943E-01,
2461138.347222222, A.D. 2026-Apr-07 20:20:00.0000, -1.186971946816679E+05, -3.108614743824417E+05, -1.761521594876611E+05,  3.227568159059408E-01,  4.785210808393756E-01,  2.030917320130469E-01,
2461138.361111111, A.D. 2026-Apr-07 20:40:00.0000, -1.183087616585843E+05, -3.102858885172259E+05, -1.759076101065575E+05,  3.246278391714196E-01,  4.807927818328654E-01,  2.044925030435315E-01,
2461138.375000000, A.D. 2026-Apr-07 21:00:00.0000, -1.179180965626980E+05, -3.097075619766677E+05, -1.756613728601824E+05,  3.264771226387920E-01,  4.830888071754628E-01,  2.059048248097233E-01,
2461138.388888889, A.D. 2026-Apr-07 21:20:00.0000, -1.175252248578864E+05, -3.091264658049449E+05, -1.754134339571618E+05,  3.283029199673920E-01,  4.854086344031036E-01,  2.073273404481187E-01,
2461138.402777778, A.D. 2026-Apr-07 21:40:00.0000, -1.171302373749864E+05, -3.085425750542509E+05, -1.751638161296670E+05,  3.301165521759368E-01,  4.877519826741187E-01,  2.087532076925515E-01,
2461138.416666667, A.D. 2026-Apr-07 22:00:00.0000, -1.167330216665407E+05, -3.079558549075657E+05, -1.749124455993627E+05,  3.319067278212329E-01,  4.901187843583766E-01,  2.101996116604372E-01,
2461138.430555556, A.D. 2026-Apr-07 22:20:00.0000, -1.163336683373451E+05, -3.073662807939677E+05, -1.746593325688769E+05,  3.336792660639739E-01,  4.925085380436562E-01,  2.116573065157580E-01,
2461138.444444444, A.D. 2026-Apr-07 22:40:00.0000, -1.159321981901331E+05, -3.067738253529043E+05, -1.744044635934308E+05,  3.354348974223273E-01,  4.949209508167545E-01,  2.131261773478685E-01,
2461138.458333333, A.D. 2026-Apr-07 23:00:00.0000, -1.155286310195881E+05, -3.061784615548338E+05, -1.741478252936798E+05,  3.371744371208095E-01,  4.973557570313731E-01,  2.146061722523736E-01,
2461138.472222222, A.D. 2026-Apr-07 23:20:00.0000, -1.151229856680478E+05, -3.055801626771497E+05, -1.738894043484285E+05,  3.388986578775838E-01,  4.998127109102472E-01,  2.160972463016920E-01,
2461138.486111111, A.D. 2026-Apr-07 23:40:00.0000, -1.147152800745445E+05, -3.049789022805839E+05, -1.736291874862770E+05,  3.406082927417232E-01,  5.022915855488015E-01,  2.175993612606026E-01,
2461138.500000000, A.D. 2026-Apr-08 00:00:00.0000, -1.143055314414975E+05, -3.043746541115664E+05, -1.733671615519465E+05,  3.422982921050648E-01,  5.047957824005400E-01,  2.191089529931170E-01,
2461138.513888889, A.D. 2026-Apr-08 00:20:00.0000, -1.138940996032832E+05, -3.037671756094363E+05, -1.731035245615337E+05,  3.436146853804425E-01,  5.075489816216646E-01,  2.204079872700208E-01,
2461138.527777778, A.D. 2026-Apr-08 00:40:00.0000, -1.134807587877882E+05, -3.031565928950214E+05, -1.728381150161376E+05,  3.452846128739302E-01,  5.100924264344703E-01,  2.219430750292698E-01,
2461138.541666667, A.D. 2026-Apr-08 01:00:00.0000, -1.130654213328461E+05, -3.025429453118111E+05, -1.725708567990056E+05,  3.469425268705443E-01,  5.126570639403595E-01,  2.234891121054473E-01,
2461138.555555556, A.D. 2026-Apr-08 01:20:00.0000, -1.126481012951630E+05, -3.019262075256222E+05, -1.723017367678492E+05,  3.485890103204446E-01,  5.152427417804842E-01,  2.250460974506785E-01,
2461138.569444444, A.D. 2026-Apr-08 01:40:00.0000, -1.122288120622525E+05, -3.013063543678450E+05, -1.720307417870983E+05,  3.502246075002792E-01,  5.178493293111651E-01,  2.266140280351209E-01,
2461138.583333333, A.D. 2026-Apr-08 02:00:00.0000, -1.118075663835912E+05, -3.006833608182609E+05, -1.717578587216149E+05,  3.518498377253511E-01,  5.204767096644012E-01,  2.281929060975300E-01,
2461138.597222222, A.D. 2026-Apr-08 02:20:00.0000, -1.113843763998136E+05, -3.000572019891004E+05, -1.714830744305765E+05,  3.534651968667498E-01,  5.231247791736002E-01,  2.297827389817555E-01,
2461138.611111111, A.D. 2026-Apr-08 02:40:00.0000, -1.109592536697206E+05, -2.994278531091220E+05, -1.712063757612668E+05,  3.550711587963941E-01,  5.257934468995318E-01,  2.313835390075286E-01,
2461138.625000000, A.D. 2026-Apr-08 03:00:00.0000, -1.105322091960602E+05, -2.987952895089030E+05, -1.709277495433062E+05,  3.566681766831293E-01,  5.284826341152661E-01,  2.329953233213878E-01,
2461138.638888889, A.D. 2026-Apr-08 03:20:00.0000, -1.101032534495317E+05, -2.981594866063201E+05, -1.706471825828732E+05,  3.582566843793431E-01,  5.311922740917175E-01,  2.346181138754316E-01,
2461138.652777778, A.D. 2026-Apr-08 03:40:00.0000, -1.096723963916044E+05, -2.975204198928960E+05, -1.703646616572260E+05,  3.598370968368491E-01,  5.339223106031139E-01,  2.362519368370717E-01,
2461138.666666667, A.D. 2026-Apr-08 04:00:00.0000, -1.092396474956294E+05, -2.968780649200662E+05, -1.700801735091063E+05,  3.614098126242393E-01,  5.366726996882998E-01,  2.378968234306235E-01,
2461138.680555556, A.D. 2026-Apr-08 04:20:00.0000, -1.088050157670781E+05, -2.962323972864335E+05, -1.697937048415020E+05,  3.629752134715136E-01,  5.394434071431718E-01,  2.395528088945944E-01,
2461138.694444444, A.D. 2026-Apr-08 04:40:00.0000, -1.083659201842723E+05, -2.955825231720576E+05, -1.695080410736327E+05,  3.645933651176083E-01,  5.422753614442974E-01,  2.411450536912826E-01,
2461138.708333333, A.D. 2026-Apr-08 05:00:00.0000, -1.079274763983813E+05, -2.949301080156740E+05, -1.692176611224079E+05,  3.661452079260604E-01,  5.450866132908788E-01,  2.428234000860412E-01,
2461138.722222222, A.D. 2026-Apr-08 05:20:00.0000, -1.074871741885943E+05, -2.942743071895009E+05, -1.689252604207025E+05,  3.676907927475319E-01,  5.479181432946736E-01,  2.445129789538174E-01,
2461138.736111111, A.D. 2026-Apr-08 05:40:00.0000, -1.070450208689669E+05, -2.936150963590246E+05, -1.686308254593821E+05,  3.692304442153295E-01,  5.507699554607489E-01,  2.462138417981013E-01,
2461138.750000000, A.D. 2026-Apr-08 06:00:00.0000, -1.066010233703072E+05, -2.929524511778138E+05, -1.683343426643866E+05,  3.707644756673626E-01,  5.536420642872236E-01,  2.479260447345303E-01,
2461138.763888889, A.D. 2026-Apr-08 06:20:00.0000, -1.061551882544093E+05, -2.922863472767022E+05, -1.680357983919505E+05,  3.722931889695120E-01,  5.565344932256416E-01,  2.496496478564564E-01,
2461138.777777778, A.D. 2026-Apr-08 06:40:00.0000, -1.057075217274781E+05, -2.916167602532218E+05, -1.677351789238791E+05,  3.738168750813208E-01,  5.594472744201689E-01,  2.513847151689417E-01,
2461138.791666667, A.D. 2026-Apr-08 07:00:00.0000, -1.052580296526931E+05, -2.909436656610302E+05, -1.674324704627633E+05,  3.753358146726419E-01,  5.623804485541234E-01,  2.531313145649223E-01,
2461138.805555556, A.D. 2026-Apr-08 07:20:00.0000, -1.048067175623825E+05, -2.902670390000195E+05, -1.671276591274484E+05,  3.768502786592856E-01,  5.653340646401392E-01,  2.548895177748773E-01,
2461138.819444444, A.D. 2026-Apr-08 07:40:00.0000, -1.043535906693154E+05, -2.895868557062778E+05, -1.668207309483808E+05,  3.783605287513913E-01,  5.683081798958338E-01,  2.566594003558832E-01,
2461138.833333333, A.D. 2026-Apr-08 08:00:00.0000, -1.038986538776572E+05, -2.889030911426368E+05, -1.665116718631709E+05,  3.798668178398040E-01,  5.713028594459231E-01,  2.584410415983642E-01,
2461138.847222222, A.D. 2026-Apr-08 08:20:00.0000, -1.034419117929119E+05, -2.882157205887284E+05, -1.662004677118810E+05,  3.813693906555893E-01,  5.743181764801685E-01,  2.602345246384770E-01,
2461138.861111111, A.D. 2026-Apr-08 08:40:00.0000, -1.029833687317719E+05, -2.875247192318596E+05, -1.658871042326356E+05,  3.828684840030875E-01,  5.773542118307882E-01,  2.620399363102773E-01,
2461138.875000000, A.D. 2026-Apr-08 09:00:00.0000, -1.025230287311996E+05, -2.868300621576353E+05, -1.655715670570685E+05,  3.843643273827573E-01,  5.804110541861095E-01,  2.638573672789023E-01,
2461138.888888889, A.D. 2026-Apr-08 09:20:00.0000, -1.020608955572938E+05, -2.861317243411014E+05, -1.652538417059592E+05,  3.858571427826257E-01,  5.834887990883175E-01,  2.656869116261586E-01,
2461138.902777778, A.D. 2026-Apr-08 09:40:00.0000, -1.015969727132784E+05, -2.854296806373506E+05, -1.649339135845792E+05,  3.873471461884214E-01,  5.865875505843053E-01,  2.675286676394868E-01,
2461138.916666667, A.D. 2026-Apr-08 10:00:00.0000, -1.011312634474863E+05, -2.847239057728652E+05, -1.646117679783267E+05,  3.888345467815467E-01,  5.897074194095059E-01,  2.693827370226805E-01,
2461138.930555556, A.D. 2026-Apr-08 10:20:00.0000, -1.006637707606978E+05, -2.840143743365742E+05, -1.642873900481868E+05,  3.903195479513331E-01,  5.928485239682171E-01,  2.712492253802290E-01,
2461138.944444444, A.D. 2026-Apr-08 10:40:00.0000, -1.001944974133563E+05, -2.833010607713748E+05, -1.639607648263588E+05,  3.918023469070481E-01,  5.960109892150374E-01,  2.731282417444805E-01,
2461138.958333333, A.D. 2026-Apr-08 11:00:00.0000, -9.972344593198948E+04, -2.825839393650555E+05, -1.636318772115664E+05,  3.932831361315510E-01,  5.991949483774308E-01,  2.750198993974065E-01,
2461138.972222222, A.D. 2026-Apr-08 11:20:00.0000, -9.925061861571988E+04, -2.818629842419195E+05, -1.633007119646431E+05,  3.947621024941706E-01,  6.024005411504399E-01,  2.769243150828217E-01,
2461138.986111111, A.D. 2026-Apr-08 11:40:00.0000, -9.877601754220249E+04, -2.811381693540689E+05, -1.629672537039203E+05,  3.962394282094404E-01,  6.056279147306838E-01,  2.788416095176461E-01,
2461139.000000000, A.D. 2026-Apr-08 12:00:00.0000, -9.829964457351901E+04, -2.804094684731151E+05, -1.626314869007664E+05,  3.977152903784476E-01,  6.088772227162269E-01,  2.807719069175432E-01,
2461139.013888889, A.D. 2026-Apr-08 12:20:00.0000, -9.782150136134050E+04, -2.796768551812337E+05, -1.622933958747827E+05,  3.991898624060042E-01,  6.121486269018611E-01,  2.827153358660817E-01,
2461139.027777778, A.D. 2026-Apr-08 12:40:00.0000, -9.734158935224896E+04, -2.789403028628911E+05, -1.619529647892625E+05,  4.006633130404189E-01,  6.154422954721595E-01,  2.846720285105597E-01,
2461139.041666667, A.D. 2026-Apr-08 13:00:00.0000, -9.685990979254562E+04, -2.781997846961799E+05, -1.616101776464304E+05,  4.021358072980272E-01,  6.187584040895904E-01,  2.866421211087579E-01,
2461139.055555556, A.D. 2026-Apr-08 13:20:00.0000, -9.637646373307449E+04, -2.774552736445522E+05, -1.612650182828187E+05,  4.036075059441962E-01,  6.220971348087321E-01,  2.886257535548083E-01,
2461139.069444444, A.D. 2026-Apr-08 13:40:00.0000, -9.589125203336233E+04, -2.767067424478399E+05, -1.609174703642729E+05,  4.050785668859393E-01,  6.254586779412031E-01,  2.906230702837656E-01,
2461139.083333333, A.D. 2026-Apr-08 14:00:00.0000, -9.540427536597458E+04, -2.759541636139230E+05, -1.605675173812113E+05,  4.065491441549866E-01,  6.288432302393726E-01,  2.926342194660567E-01,
2461139.097222222, A.D. 2026-Apr-08 14:20:00.0000, -9.491553422040011E+04, -2.751975094099615E+05, -1.602151426436404E+05,  4.080193888029852E-01,  6.322509960464129E-01,  2.946593535763041E-01,
2461139.111111111, A.D. 2026-Apr-08 14:40:00.0000, -9.442207479934640E+04, -2.744370866272903E+05, -1.598616654235259E+05,  4.095810758410426E-01,  6.356675774659590E-01,  2.966554816188070E-01,
2461139.125000000, A.D. 2026-Apr-08 15:00:00.0000, -9.392969551885972E+04, -2.736722150154848E+05, -1.595044481284262E+05,  4.110510632861674E-01,  6.391224013562298E-01,  2.987090743158685E-01,
2461139.138888889, A.D. 2026-Apr-08 15:20:00.0000, -9.343555220722494E+04, -2.729031833164186E+05, -1.591447578580330E+05,  4.125211512306492E-01,  6.426010945356604E-01,  3.007771349962792E-01,
2461139.152777778, A.D. 2026-Apr-08 15:40:00.0000, -9.293964465979268E+04, -2.721299627474915E+05, -1.587825771494502E+05,  4.139914792516488E-01,  6.461038905414761E-01,  3.028598331963389E-01,
2461139.166666667, A.D. 2026-Apr-08 16:00:00.0000, -9.244197250606102E+04, -2.713525242415851E+05, -1.584178883337771E+05,  4.154621844652238E-01,  6.496310304351444E-01,  3.049573429152008E-01,
2461139.180555556, A.D. 2026-Apr-08 16:20:00.0000, -9.194253521226034E+04, -2.705708384375368E+05, -1.580506735304944E+05,  4.169334016430672E-01,  6.531827628591944E-01,  3.070698426850745E-01,
2461139.194444444, A.D. 2026-Apr-08 16:40:00.0000, -9.144133208427673E+04, -2.697848756712797E+05, -1.576809146421122E+05,  4.184052633534102E-01,  6.567593441511250E-01,  3.091975156629826E-01,
2461139.208333333, A.D. 2026-Apr-08 17:00:00.0000, -9.093836227013162E+04, -2.689946059664061E+05, -1.573085933485016E+05,  4.198779000725094E-01,  6.603610384268976E-01,  3.113405497107702E-01,
2461139.222222222, A.D. 2026-Apr-08 17:20:00.0000, -9.043362476261883E+04, -2.681999990250809E+05, -1.569336911013395E+05,  4.213514403081374E-01,  6.639881176985897E-01,  3.134991374919829E-01,
2461139.236111111, A.D. 2026-Apr-08 17:40:00.0000, -8.992711840130697E+04, -2.674010242180384E+05, -1.565561891180724E+05,  4.228260106962421E-01,  6.676408619655926E-01,  3.156734765591402E-01,
2461139.250000000, A.D. 2026-Apr-08 18:00:00.0000, -8.941884187491104E+04, -2.665976505752236E+05, -1.561760683761318E+05,  4.243017361222412E-01,  6.713195593590036E-01,  3.178637694617226E-01,
2461139.263888889, A.D. 2026-Apr-08 18:20:00.0000, -8.890879372323868E+04, -2.657898467758126E+05, -1.557933096068049E+05,  4.257787398108603E-01,  6.750245062489124E-01,  3.200702238449218E-01,
2461139.277777778, A.D. 2026-Apr-08 18:40:00.0000, -8.839697233932107E+04, -2.649775811385540E+05, -1.554078932892024E+05,  4.272571434345741E-01,  6.787560074033295E-01,  3.222930525656915E-01,
2461139.291666667, A.D. 2026-Apr-08 19:00:00.0000, -8.788337597092130E+04, -2.641608216111385E+05, -1.550197996437139E+05,  4.287370671982768E-01,  6.825143761118609E-01,  3.245324738014232E-01,
2461139.305555556, A.D. 2026-Apr-08 19:20:00.0000, -8.736800272243885E+04, -2.633395357601917E+05, -1.546290086256989E+05,  4.302186299881869E-01,  6.862999344350400E-01,  3.267887112133042E-01,
2461139.319444444, A.D. 2026-Apr-08 19:40:00.0000, -8.685085055640504E+04, -2.625136907606006E+05, -1.542354999188077E+05,  4.317019491875557E-01,  6.901130129331489E-01,  3.290619938665145E-01,
2461139.333333333, A.D. 2026-Apr-08 20:00:00.0000, -8.633191729517888E+04, -2.616832533851209E+05, -1.538392529283750E+05,  4.331871413007218E-01,  6.939539516977851E-01,  3.313525567684034E-01,
2461139.347222222, A.D. 2026-Apr-08 20:20:00.0000, -8.581120062203772E+04, -2.608481899929685E+05, -1.534402467742712E+05,  4.346743214931441E-01,  6.978230996681702E-01,  3.336606405988612E-01,
